"run","NLToroidal","NRLoop","manip","NWSym","numPlayers","network","strat","randomSeed","NRSym","memorySize","NWDegree","networkPresent","stopTime","NWBeta","NRDensity","breakTies"
2746,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272445483,"true",5,4,"false",500,0.743,0.5,"true"
2761,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272445637,"true",5,4,"false",500,0.758,0.5,"true"
2776,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272445796,"true",5,4,"false",500,0.773,0.5,"true"
2791,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272445888,"true",5,4,"false",500,0.788,0.5,"true"
2806,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272445991,"true",5,4,"false",500,0.803,0.5,"true"
2821,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446067,"true",5,4,"false",500,0.818,0.5,"true"
2836,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446233,"true",5,4,"false",500,0.833,0.5,"true"
2851,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446320,"true",5,4,"false",500,0.848,0.5,"true"
2866,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446384,"true",5,4,"false",500,0.863,0.5,"true"
2881,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446441,"true",5,4,"false",500,0.878,0.5,"true"
2896,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446509,"true",5,4,"false",500,0.893,0.5,"true"
2911,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446575,"true",5,4,"false",500,0.908,0.5,"true"
2926,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446634,"true",5,4,"false",500,0.923,0.5,"true"
2941,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446694,"true",5,4,"false",500,0.938,0.5,"true"
2956,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446749,"true",5,4,"false",500,0.953,0.5,"true"
2971,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446808,"true",5,4,"false",500,0.968,0.5,"true"
2986,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446870,"true",5,4,"false",500,0.983,0.5,"true"
3001,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272446934,"true",5,4,"false",500,0.998,0.5,"true"
10,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272345730,"true",5,4,"false",500,0.009,0.5,"true"
25,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272346589,"true",5,4,"false",500,0.024,0.5,"true"
40,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272347198,"true",5,4,"false",500,0.039,0.5,"true"
55,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272347829,"true",5,4,"false",500,0.054,0.5,"true"
70,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272348323,"true",5,4,"false",500,0.069,0.5,"true"
85,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272348735,"true",5,4,"false",500,0.084,0.5,"true"
100,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272349244,"true",5,4,"false",500,0.099,0.5,"true"
115,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272349793,"true",5,4,"false",500,0.114,0.5,"true"
130,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272350328,"true",5,4,"false",500,0.129,0.5,"true"
145,"true","false","LIM_ED","true",2,"WATTS","ALWAYS_BUY",1272350844,"true",5,4,"false",500,0.144,0.5,"true"
